Trophy,Class Position,Car Number,Driver Name,Car Model,Tire Mfg,Region,Run 1,Run 2,Run 3,Total Time,Medal,(blank),Codriver Car Number,Driver Town,Sponsor,(unknown),Division,Run 4,Run 5,Run 6,Diff Behind Next Fastest in Class,Rank PAX,Class Position,Class,Car Number,Driver Name,Car Model,Tire Mfg,Total Time,PAX Factor,PAX Time,Diff Behind Next Fastest PAX,Diff Behind 1st Place PAX,RTP Points,Car Year,Car Model,First Name,Last Name,City,State,Rank Overall
,25,15,Steven Ekstrand,2015 Honda Wildcat,Hoosier,California,64.480(2),63.238(1),60.410,129.672,,,[115],"PASADENA, CA",Wiggle Way Racing,,SoPac,70.439,70.806,69.262,(0.650),881,25,FM,15,Steven Ekstrand,2015 Honda Wildcat,Hoosier,129.672,0.904,117.223,0.012,15.986,8636,2015,Honda Wildcat,Steven,Ekstrand,PASADENA,CA,207
,26,34,James Rose,1934 Ford Dwarf Sedan,Hoosier,Indiana No,62.093,64.457,61.989(1),130.275,,,,"Valparaiso, IN",#ForTheGloryofFMOD,,Great Lakes,71.552,68.286,69.014,(0.603),927,26,FM,34,James Rose,1934 Ford Dwarf Sedan,Hoosier,130.275,0.904,117.769,0.004,16.531,8596,1934,Ford Dwarf Sedan,James,Rose,Valparaiso,IN,225
,27,115,Sheldon Ekstrand,2015 Honda Wildcat,Hoosier,California,64.042,DNF,DNS,131.378,,,[15],"Canoga Park, CA",,,Southwest,70.462,88.286,67.336,(1.103),993,27,FM,115,Sheldon Ekstrand,2015 Honda Wildcat,Hoosier,131.378,0.904,118.766,0.006,17.529,8524,2015,Honda Wildcat,Sheldon,Ekstrand,Canoga Park,CA,265
,28,46,Arnie Coleman,Maverick F500,Hoosier,Continent,67.012(1),63.396,DNF,138.527,M,,,"Colorado Springs, CO",MJM,,Rocky Moun,75.131,DNF,DNF,(7.149),1220,28,FM,46,Arnie Coleman,Maverick F500,Hoosier,138.527,0.904,125.228,0.104,23.991,8084,,Maverick F500,Arnie,Coleman,Colorado Springs,CO,673
,29,96,Jeff Blumenthal,1995 KBS Mk7,Hoosier,Neohio,DNF,DNF,DSQ,No Time,M,,[196],"Independence, OH",Chainsaw Motorsports / QRE,,Great Lakes,64.496,62.817,65.671(1),,1348,29,FM,96,Jeff Blumenthal,1995 KBS Mk7,Hoosier,No Time,0.904,999.999,––,––,––,1995,KBS Mk7,Jeff,Blumenthal,Independence,OH,
,30,16,Tony Gentile,1992 KBS Raamble Bee F5,Hoosier,Misery B,DNF,DNF,66.990,No Time,M,,[116],"Waterford, PA",,,Great Lakes,DNF,DNF,DNS,,1348,30,FM,16,Tony Gentile,1992 KBS Raamble Bee F5,Hoosier,No Time,0.904,999.999,––,––,––,1992,KBS Raamble Bee F5,Tony,Gentile,Waterford,PA,
T,1,188,Andrea Albin,2016 Doof Wagon,Hoosier,Southern I,59.112(1),56.988,57.170,128.737,,,[88],"Topeka, KS",#SorryICantHearYou #ForTheGlor,,Midwest,74.109,75.214,71.749,,809,1,FML,188,Andrea Albin,2016 Doof Wagon,Hoosier,128.737,0.904,116.378,0.013,15.141,8699,2016,Doof Wagon,Andrea,Albin,Topeka,KS,180
T,2,99,Kencey Christopher,1999 NovaKar J9,Hoosier,California,72.060(1),57.090,56.862,134.125,,,,"Rowlett, TX",,,SoPac,DNF,95.308(1),77.263,(5.388),1100,2,FML,99,Kencey Christopher,1999 NovaKar J9,Hoosier,134.125,0.904,121.249,0.045,20.012,8350,1999,NovaKar J9,Kencey,Christopher,Rowlett,TX,406
,3,88,Tara Young,2016 Doof Wagon,Hoosier,Kansas C,68.716(1),63.691(1),66.516(2),143.865,,,[188],"Kansas City, KS",B-Rad/ #ForTheGloryofFMOD,,Midwest,DNF,87.404,80.174,(9.740),1282,3,FML,88,Tara Young,2016 Doof Wagon,Hoosier,143.865,0.904,130.054,0.250,28.817,7784,2016,Doof Wagon,Tara,Young,Kansas City,KS,920
,4,49,Melissa Tarantino,1930 Ford Dwarf,Hoosier,Colorado,66.095,65.072(1),64.083,151.736,,,,"Ault, CO",GT Metal Worx,,Rocky Moun,103.505,87.653,90.418,(7.871),1328,4,FML,49,Melissa Tarantino,1930 Ford Dwarf,Hoosier,151.736,0.904,137.169,0.294,35.932,7380,1930,Ford Dwarf,Melissa,Tarantino,Ault,CO,1213
,5,92,Susan Grunenwald,2008 Novakar J9,Hoosier,Blue Ridg,67.699,66.686,66.586(1),152.266,,,,"LEXINGTON, NC",,,Southeast,92.925,89.979,85.680,(0.530),1331,5,FML,92,Susan Grunenwald,2008 Novakar J9,Hoosier,152.266,0.904,137.648,0.073,36.411,7355,2008,Novakar J9,Susan,Grunenwald,LEXINGTON,NC,1222
T,1,57,Jack Heideman,2018 FSAE,Hoosier,Western M,58.324,57.162,DNF,119.989,,,[157],"Holland, MI",Hope College,,Great Lakes,63.338,62.827,73.266,,718,1,FSAE,57,Jack Heideman,2018 FSAE,Hoosier,119.989,0.958,114.949,0.017,13.712,8807,2018,FSAE,Jack,Heideman,Holland,MI,52
,2,157,Jarrett Matson,2018 FSAE,Hoosier,Northern N,60.456,58.546,58.957,123.445,,,[57],"Holland, MI",Hope College,,Northeast,64.899,90.851(1),89.830,(3.456),954,2,FSAE,157,Jarrett Matson,2018 FSAE,Hoosier,123.445,0.958,118.260,0.007,17.023,8561,2018,FSAE,Jarrett,Matson,Holland,MI,74
T,1,57,Morgan Dalman,2018 FSAE,Hoosier,Western M,67.433,63.035,60.983,128.404,,,,"Holland, MI",Hope College,,Great Lakes,70.422,69.841,67.421,,1166,1,FSAEL,57,Morgan Dalman,2018 FSAE,Hoosier,128.404,0.958,123.011,0.044,21.774,8230,2018,FSAE,Morgan,Dalman,Holland,MI,171
T,1,33,Larry MacLeod,2014 Honda Tonykart,MG*,Saginaw V,56.145(1),52.433,52.514,110.237,,,[133],"Ypsilanti, MI",Because Left Handed,,Great Lakes,59.560,57.804,64.980,,4,1,KM,33,Larry MacLeod,2014 Honda Tonykart,MG,110.237,0.928,102.300,0.327,1.063,9896,2014,Honda Tonykart,Larry,MacLeod,Ypsilanti,MI,1
T,2,44,Daniel Wendel,2019 Porsche Taycan,MG*,Central C,52.565,52.800,66.278,112.841,,,,"BURLINGTON, NC",Fork/Knife / Pinkies Out Racing,,Southeast,60.276,DNF,80.904,(2.604),32,2,KM,44,Daniel Wendel,2019 Porsche Taycan,MG,112.841,0.928,104.716,0.030,3.479,9668,2019,Porsche Taycan,Daniel,Wendel,BURLINGTON,NC,5
T,3,94,Tom Harrington,2018 CRG Kart Road Rebel,MG*,Lone Star,54.781,54.260,54.210,114.286,,,,"Austin, TX",Kartguy.net,,Southwest,60.076,72.734(1),70.548,(1.445),87,3,KM,94,Tom Harrington,2018 CRG Kart Road Rebel,MG,114.286,0.928,106.057,0.001,4.820,9546,2018,CRG Kart Road Rebel,Tom,Harrington,Austin,TX,7
T,4,21,Tom Regganie,2008 Honda CRG,MG*,Chicago,59.890(2),56.835(1),54.097,114.465,,,,"Joliet, IL",,,Central,61.062,60.368,75.595(1),(0.179),94,4,KM,21,Tom Regganie,2008 Honda CRG,MG,114.465,0.928,106.224,0.042,4.986,9531,2008,Honda CRG,Tom,Regganie,Joliet,IL,8
T,5,187,Jared Langenfeld,2015 Parolin Kart Invader,MG*,Kansas C,75.698,53.716,56.047(1),115.375,,,[87],"Olathe, KS",,,Midwest,61.659(1),71.926,DNF,(0.910),157,5,KM,187,Jared Langenfeld,2015 Parolin Kart Invader,MG,115.375,0.928,107.068,0.017,5.831,9455,2015,Parolin Kart Invader,Jared,Langenfeld,Olathe,KS,11
,6,133,Jackson MacLeod,2014 Honda Tonykart,MG*,Saginaw V,56.945(1),53.803,54.665,115.905,,,[33],"Ypsilanti, MI",,,Great Lakes,62.102,77.441(1),DNF,(0.530),190,6,KM,133,Jackson MacLeod,2014 Honda Tonykart,MG,115.905,0.928,107.560,0.006,6.323,9412,2014,Honda Tonykart,Jackson,MacLeod,Ypsilanti,MI,16
,7,131,Ryan Lower,2003 Honda/CRG Road Reb,MG*,Central P,54.643,56.689(1),54.525,116.680,,,[31],"State College, PA",Wind Catchers Embroidery/ Grill,,Northeast,62.155,DNF,64.410,(0.775),237,7,KM,131,Ryan Lower,2003 Honda/CRG Road Rebel,MG,116.680,0.928,108.279,0.017,7.042,9350,2003,Honda/CRG Road Rebel,Ryan,Lower,State College,PA,21
,8,153,Tim Davis,2006 Intrepid Silverstone,MG*,Milwauke,55.647,54.603,54.695,117.730,,,[53],"Saint Paul, MN",Stockholm Karting Center,,Midwest,63.127,DNF,DNF,(1.050),338,8,KM,153,Tim Davis,2006 Intrepid Silverstone,MG,117.730,0.928,109.253,0.006,8.016,9266,2006,Intrepid Silverstone,Tim,Davis,Saint Paul,MN,29
,9,56,Paul Durr,2012 Honda CRG RdRbl,MG*,Las Vegas,57.785,55.171,55.668,118.543,,,,"Las Vegas, NV",Seventh-Gear.com,,SoPac,66.245,63.372,78.859,(0.813),400,9,KM,56,Paul Durr,2012 Honda CRG RdRbl,MG,118.543,0.928,110.008,0.029,8.771,9203,2012,Honda CRG RdRbl,Paul,Durr,Las Vegas,NV,39
,10,86,Ted Visscher,2007 TonyKart Krypton,Hoosier,East Tenne,58.101,55.792,56.567,118.955,,,,"Powell, TN",P.O.S. Yard Art,,Southeast,64.598,63.163,86.424,(0.412),435,10,KM,86,Ted Visscher,2007 TonyKart Krypton,Hoosier,118.955,0.928,110.390,0.003,9.153,9171,2007,TonyKart Krypton,Ted,Visscher,Powell,TN,43
,11,87,Marc Segal,2012 Honda Zanardi/KZ1,MG*,Las Vegas,56.277,55.691,56.776,119.742,,,[187],"Las Vegas, NV",Seventh-Gear.com,,SoPac,67.286,64.051,DNF,(0.787),488,11,KM,87,Marc Segal,2012 Honda Zanardi/KZ1,MG,119.742,0.928,111.121,0.007,9.883,9111,2012,Honda Zanardi/KZ1,Marc,Segal,Las Vegas,NV,49
,12,31,Alan Sheidler,2003 Honda/CRG Road Reb,MG*,Northwest,66.499(1),56.635,56.077,120.334,M,,[131],"Rochester Hills, MI",Sheidler Family Autocross,,Great Lakes,64.257,DNF,82.933(1),(0.592),525,12,KM,31,Alan Sheidler,2003 Honda/CRG Road Rebel,MG,120.334,0.928,111.670,0.015,10.433,9066,2003,Honda/CRG Road Rebel,Alan,Sheidler,Rochester Hills,MI,54
,13,53,Tim Brueske,2006 Honda Intrepid,MG*,St. Louis,59.113,58.609,57.535,121.978,,,[153],"Villa Ridge, MO",ARMS Automotive,,Midwest,66.093,64.443,70.295,(1.644),614,13,KM,53,Tim Brueske,2006 Honda Intrepid,MG,121.978,0.928,113.196,0.001,11.958,8944,2006,Honda Intrepid,Tim,Brueske,Villa Ridge,MO,63
,14,40,Eric Less,2004 PCR Red Rocket,MG*,Iowa,DNF,59.137,58.887,123.525,,,,"Cedar Rapids, IA",Penguin Garage,,Midwest,67.490,64.638,81.221,(1.547),701,14,KM,40,Eric Less,2004 PCR Red Rocket,MG,123.525,0.928,114.631,0.050,13.394,8832,2004,PCR Red Rocket,Eric,Less,Cedar Rapids,IA,77
,15,71,William Schmidt,2008 Honda Intrepid,MG*,Kansas C,71.863,66.691,65.904,144.173,,,,"Overland Park, KS",Blue Bike Fitness,,Midwest,79.661,78.269,85.266,(20.648),1310,15,KM,71,William Schmidt,2008 Honda Intrepid,MG,144.173,0.928,133.793,0.047,32.555,7567,2008,Honda Intrepid,William,Schmidt,Overland Park,KS,939
T,1,21,Kate Regganie,2005 Honda,MG*,Chicago,55.754,55.157,55.653,117.254,,,,"Joliet, IL",CKT,,Central,64.564,63.246,62.097,,293,1,KML,21,Kate Regganie,2005 Honda,MG,117.254,0.928,108.812,0.007,7.575,9304,2005,Honda,Kate,Regganie,Joliet,IL,26
T,2,58,Dana Gill,KGB/Honda Pacemaker,MG*,Mid Sout,57.721(1),56.522,DNF,118.227,,,,"Topeka, KS",DLDD Racing,,Midwest,63.205,62.776,61.705,(0.973),373,2,KML,58,Dana Gill,KGB/Honda Pacemaker,MG,118.227,0.928,109.715,0.031,8.478,9227,,KGB/Honda Pacemaker,Dana,Gill,Topeka,KS,32
,3,66,Suzanne Segal,2012 Honda Zanardi/KZ1,MG*,Las Vegas,74.860(2),59.522,DNF,125.450,,,,"Las Vegas, NV",Seventh-Gear.com,,SoPac,65.928,66.482,67.389(1),(7.223),815,3,KML,66,Suzanne Segal,2012 Honda Zanardi/KZ1,MG,125.450,0.928,116.418,0.011,15.180,8696,2012,Honda Zanardi/KZ1,Suzanne,Segal,Las Vegas,NV,106
,4,11,Kristina Clark,1997 Renspeed RS125,MG*,Colorado,60.063,59.060,59.156,129.622,,,,"Littleton, CO",,,Rocky Moun,73.213,DNF,70.562,(4.172),1068,4,KML,11,Kristina Clark,1997 Renspeed RS125,MG,129.622,0.928,120.289,0.024,19.052,8416,1997,Renspeed RS125,Kristina,Clark,Littleton,CO,206
,5,33,Emma MacLeod,2014 Honda Tonykart,MG*,Saginaw V,DNF,63.273,63.188,132.185,,,,"Ypsilanti, MI",Scruffy dog Monzi,,Great Lakes,99.391,69.839,68.997,(2.563),1155,5,KML,33,Emma MacLeod,2014 Honda Tonykart,MG,132.185,0.928,122.668,0.026,21.431,8253,2014,Honda Tonykart,Emma,MacLeod,Ypsilanti,MI,313
,6,71,Janet Schmidt,2008 Honda Intrepid,MG*,Kansas C,77.141,80.812,67.040,160.263,,,,"Overland Park, KS",Blue Bike Fitness,,Midwest,95.456,93.223,DNF,(28.078),1343,6,KML,71,Janet Schmidt,2008 Honda Intrepid,MG,160.263,0.928,148.724,0.163,47.487,6807,2008,Honda Intrepid,Janet,Schmidt,Overland Park,KS,1318
T,1,89,Mason Herrick,2006 CRG Kart Santana,MG*,Wichita,94.601,91.852(1),72.087,131.590,,,,"McPherson, KS",Seventh-Gear.com/R&S Racing,,Midwest,59.983,59.503,59.975,,569,1,JA,89,Mason Herrick,2006 CRG Kart Santana,MG,131.590,0.855,112.509,0.088,11.272,8998,2006,CRG Kart Santana,Mason,Herrick,McPherson,KS,281
T,2,52,Kimsoo Gopnik,2014 CRG Kart,MG*,New Eng,95.763,107.949,75.172,136.169,,,,"Maynard, MA",FunHondas,,Northeast,64.336(1),60.997,61.043,(4.579),817,2,JA,52,Kimsoo Gopnik,2014 CRG Kart,MG,136.169,0.855,116.424,0.005,15.187,8696,2014,CRG Kart,Kimsoo,Gopnik,Maynard,MA,528
T,3,88,Johan Yost,2012 Nelson Tony Kart,MG*,Colorado,95.902,94.907(2),76.843,138.700,,,,",",seventh-gear.com,,Rocky Moun,66.954(1),62.782,61.857,(2.531),981,3,JA,88,Johan Yost,2012 Nelson Tony Kart,MG,138.700,0.855,118.589,0.010,17.351,8537,2012,Nelson Tony Kart,Johan,Yost,,,686
T,4,98,Conner Herrick,2010 CRG Kart Black Star,MG*,Wichita,98.066,88.007,78.341,139.812,,,,"McPherson, KS",Seventh-Gear.com/R&S Racing,,Midwest,62.578,61.471,62.219,(1.112),1041,4,JA,98,Conner Herrick,2010 CRG Kart Black Star,MG,139.812,0.855,119.539,0.014,18.302,8469,2010,CRG Kart Black Star,Conner,Herrick,McPherson,KS,751
,5,90,Robert Ekstrand,2013 Kosmic Mercury,MG*,California,93.951,102.037(2),77.308,140.858,,,,"Pasadena, CA",Wiggle Way Racing,,SoPac,DNF,DNF,63.550,(1.046),1078,5,JA,90,Robert Ekstrand,2013 Kosmic Mercury,MG,140.858,0.855,120.434,0.001,19.196,8406,2013,Kosmic Mercury,Robert,Ekstrand,Pasadena,CA,797
,6,41,Erika McKee,2003 Emmick Kart,MG*,San Franc,94.432,89.529,79.594,143.543,,,,"Livermore, CA",,,NorPac,65.959(1),64.177,63.949,(2.685),1158,6,JA,41,Erika McKee,2003 Emmick Kart,MG,143.543,0.855,122.729,0.050,21.492,8249,2003,Emmick Kart,Erika,McKee,Livermore,CA,907
,7,24,Saraya Okazaki,2017 Margay Kart Ignite,MG*,Hawaii,DNF,98.020,83.101,149.306,,,,"Mililani, HI",808AmsOil,,SoPac,68.831,72.596,66.205,(5.763),1254,7,JA,24,Saraya Okazaki,2017 Margay Kart Ignite,MG,149.306,0.855,127.657,0.008,26.419,7930,2017,Margay Kart Ignite,Saraya,Okazaki,Mililani,HI,1155
,8,69,Polina Tsurikova,2010 CRG Kart,MG*,New Eng,107.601,100.255,84.197(1),152.346,,,,"Framingham, MA",Lang Motorsport / Parents,,Northeast,68.430,68.149,72.907,(3.040),1286,8,JA,69,Polina Tsurikova,2010 CRG Kart,MG,152.346,0.855,130.256,0.034,29.019,7772,2010,CRG Kart,Polina,Tsurikova,Framingham,MA,1225
,9,5,Kate Bangs,Birel Kart,MG*,Philadelp,92.482,92.557,85.634,153.462,,,,"Southampton, PA",Mom/Dad,,Northeast,DNF,68.469,67.828,(1.116),1296,9,JA,5,Kate Bangs,Birel Kart,MG,153.462,0.855,131.210,0.037,29.973,7716,,Birel Kart,Kate,Bangs,Southampton,PA,1246
,10,18,Darren Thomas,2001 Margay Kart Brava,MG*,Wichita,102.211,97.540,87.627,154.764,,,,"Wichita, KS",,,Midwest,69.746,74.223,67.137,(1.302),1302,10,JA,18,Darren Thomas,2001 Margay Kart Brava,MG,154.764,0.855,132.323,0.158,31.086,7651,2001,Margay Kart Brava,Darren,Thomas,Wichita,KS,1274
,11,72,Matt Bangs,-- Karts bandit,MG*,Philadelp,119.155,104.790,DNF,168.171,,,,"Southampton, PA",Mom/Dad,,Northeast,79.153,63.381,63.908,(13.407),1339,11,JA,72,Matt Bangs,Karts Bandit,MG,168.171,0.855,143.786,1.003,42.549,7041,,Karts Bandit,Matt,Bangs,Southampton,PA,1339
T,1,82,Carter Heaton,2006 Tony Kart,Multi,Nebraska,DNF,72.569,71.264,134.180,,,,"Omaha, NE",R & S Racing,,Midwest,64.016,63.171,62.916,,459,1,JB,82,Carter Heaton,2006 Tony Kart,Multi,134.180,0.825,110.699,0.014,9.461,9145,2006,Tony Kart,Carter,Heaton,Omaha,NE,413
T,2,79,Olivia Hammac,2016 Margay Kart Ignite K3,Multi,Central F,DNF,76.228,74.324,137.320,,,,"Cape Canaveral, FL",Mom and Dad,,Southeast,64.923,62.996,63.732,(3.140),624,2,JB,79,Olivia Hammac,2016 Margay Kart Ignite K3,Multi,137.320,0.825,113.289,0.008,12.052,8936,2016,Margay Kart Ignite K3,Olivia,Hammac,Cape Canaveral,FL,609
,3,90,Max Knop,2007 CRG Kart,Multi,Nebraska,97.776,DNF,83.248,149.519,,,,"Lincoln, NE",TO HAAS,,Midwest,71.976(1),70.924(2),66.271,(12.199),1182,3,JB,90,Max Knop,2007 CRG Kart,Multi,149.519,0.825,123.353,0.015,22.116,8207,2007,CRG Kart,Max,Knop,Lincoln,NE,1167
,4,41,Alana McKee,2003 Emmick Kart,MG,San Franc,94.680,86.965,83.758,152.373,,,,"LIVERMORE, CA",,,NorPac,73.932,69.528,68.615,(2.854),1228,4,JB,41,Alana McKee,2003 Emmick Kart,MG,152.373,0.825,125.708,0.020,24.471,8053,2003,Emmick Kart,Alana,McKee,LIVERMORE,CA,1226
,5,18,Abigail Dorsey,2006 Arrow Kart AX7,Multi,Colorado,DNF,91.669,102.083(1),164.492,,,,"Littleton, CO",,,Rocky Moun,DNF,79.089,72.823,(12.119),1321,5,JB,18,Abigail Dorsey,2006 Arrow Kart AX7,Multi,164.492,0.825,135.706,0.027,34.469,7460,2006,Arrow Kart AX7,Abigail,Dorsey,Littleton,CO,1329
T,1,181,Mike Johnson,2007 Chevrolet Corvette Z0,Multi,Blue Moun,86.270(3),69.695,DNS,137.638,,,[81],"Glen Allen, VA",Evolution Performance Driving Sc,Chevrolet*,Southeast,69.950,67.943,69.927(1),,690,1,CAMS,181,Mike Johnson,2007 Chevy Corvette Z06,Multi,137.638,0.831,114.377,0.027,13.140,8851,2007,Chevy Corvette Z06,Mike,Johnson,Glen Allen,VA,634
T,2,1,Jadrice Toussaint,2017 Chevrolet Corvette,Bridgestone,Central C,79.858,75.315(1),70.724,138.713,,,[101],"Charlotte, NC",My Wallet,Chevrolet*,Southeast,68.425,67.989,69.862(1),(1.075),733,2,CAMS,1,Jadrice Toussaint,2017 Chevy Corvette,Bridgestone,138.713,0.831,115.271,0.002,14.033,8783,2017,Chevy Corvette,Jadrice,Toussaint,Charlotte,NC,689
T,3,199,David Rock,2001 Chevrolet Corvette,BFGoodrich,Arizona B,80.127,74.255(1),72.136(1),140.537,,,[99],"Tucson, AZ",Sliding Rock Racing,Chevrolet*,SoPac,69.288,70.196(1),68.401,(1.824),845,3,CAMS,199,David Rock,2001 Chevy Corvette,BFGoodrich,140.537,0.831,116.786,0.021,15.549,8669,2001,Chevy Corvette,David,Rock,Tucson,AZ,777
T,4,95,Danny Kao,2002 Chevrolet Z06,Multi,Washingt,77.508,73.894,70.990,141.241,,,[195],"Gaithersburg, MD",,Chevrolet*,Northeast,71.997,71.280,70.251,(0.704),891,4,CAMS,95,Danny Kao,2002 Chevy Z06,Multi,141.241,0.831,117.371,0.003,16.134,8625,2002,Chevy Z06,Danny,Kao,Gaithersburg,MD,812
T,5,195,Eric Brown,2002 Chevrolet Corvette Z0,Multi,Kentucky,75.478,71.565,72.501,141.700,,,[95],"La Grange, KY",WeaponX Motorsports/ Stranopa,Chevrolet*,Great Lakes,70.372,70.135,DNF,(0.459),925,5,CAMS,195,Eric Brown,2002 Chevy Corvette Z06,Multi,141.700,0.831,117.753,0.001,16.516,8597,2002,Chevy Corvette Z06,Eric,Brown,La Grange,KY,833
T,6,190,Clay Turner,2006 Factory Five Cobra,Bridgestone,Continent,82.385,74.295,71.013,141.789,M,,[90],"Colorado Springs, CO",,,Rocky Moun,71.921,71.107,70.776,(0.089),928,6,CAMS,190,Clay Turner,2006 Factory Five Cobra,Bridgestone,141.789,0.831,117.827,0.058,16.590,8592,2006,Factory Five Cobra,Clay,Turner,Colorado Springs,CO,837
T,7,90,Brandon Nelson,2006 Factory Five Cobra,Bridgestone,Continent,82.658,74.769,70.427,141.839,,,[190],"Colorado Springs, CO",,,Rocky Moun,71.916,79.281,71.412,(0.050),930,7,CAMS,90,Brandon Nelson,2006 Factory Five Cobra,Bridgestone,141.839,0.831,117.868,0.040,16.631,8589,2006,Factory Five Cobra,Brandon,Nelson,Colorado Springs,CO,839
T,8,196,Joey Green,1965 Shelby Backdraft Cobr,BFGoodrich,Nebraska,DNF,DNF,72.737,142.420,,,[96],"Kearney, NE",Gang Green Racing,,Central,DNF,72.652(2),69.683,(0.581),960,8,CAMS,196,Joey Green,1965 Shelby Backdraft Cobra,BFGoodrich,142.420,0.831,118.351,0.002,17.114,8554,1965,Shelby Backdraft Cobra,Joey,Green,Kearney,NE,862
T,9,139,Scot Spiewak,2003 Chevrolet Corvette Z0,Multi,Arizona,79.175,75.840,73.304,142.531,,,[39],"Prescott, AZ",My wife,Chevrolet*,SoPac,71.245,69.631,69.227,(0.111),970,9,CAMS,139,Scot Spiewak,2003 Chevy Corvette Z06,Multi,142.531,0.831,118.443,0.001,17.206,8547,2003,Chevy Corvette Z06,Scot,Spiewak,Prescott,AZ,869
,10,81,Robert Armstrong,2007 Chevrolet C6Z,BFGoodrich,Cincinnati,86.194,78.354,72.201,142.689,,,,"Monroe, OH",ART,Chevrolet*,Great Lakes,73.012,71.830,70.488,(0.158),978,10,CAMS,81,Robert Armstrong,2007 Chevy C6Z06,BFGoodrich,142.689,0.831,118.575,0.008,17.337,8538,2007,Chevy C6Z06,Robert,Armstrong,Monroe,OH,877
,11,21,William Twelves,2016 Chevrolet Corvette Z0,Multi,Oklahoma,79.228,76.502,72.497,143.138,,,,"Choctaw, OK",,Chevrolet*,Midwest,73.143,74.131(1),70.641,(0.449),1004,11,CAMS,21,William Twelves,2016 Chevy Corvette Z06,Multi,143.138,0.831,118.948,0.035,17.711,8511,2016,Chevy Corvette Z06,William,Twelves,Choctaw,OK,886
,12,71,JG Pasterjak,2004 Chevrolet Corvette Z0,BFGoodrich,Central F,92.674,77.308,71.836,143.168,,,,"Ormond Beach, FL",Grassroots Motorsports/ BFG,Chevrolet*,Southeast,71.332,DNF,81.696(1),(0.030),1009,12,CAMS,71,JG Pasterjak,2004 Chevy Corvette Z06,BFGoodrich,143.168,0.831,118.973,0.001,17.735,8509,2004,Chevy Corvette Z06,JG,Pasterjak,Ormond Beach,FL,888
,13,84,Jason Kupka,2007 Pontiac Solstice GXP,Bridgestone,Lone Star,80.319,76.857,72.566,143.236,,,[184],"Austin, TX",,Pontiac*,Southwest,74.548,70.833,70.670,(0.068),1012,13,CAMS,84,Jason Kupka,2007 Pontiac Solstice GXP,Bridgestone,143.236,0.831,119.029,0.022,17.792,8505,2007,Pontiac Solstice GXP,Jason,Kupka,Austin,TX,892
,14,116,Kevin Schultz,2019 Chevrolet Corvette GS,Michelin*,Utah,86.802(3),76.383(1),72.097,143.455,,,[16],"Morgan, UT",KFS Incorporated,Chevrolet*,Rocky Moun,72.190,71.358,71.388,(0.219),1024,14,CAMS,116,Kevin Schultz,2019 Chevy Corvette GS,Michelin,143.455,0.831,119.211,0.021,17.974,8492,2019,Chevy Corvette GS,Kevin,Schultz,Morgan,UT,901
,15,75,Mike Losert,2002 Chevrolet Corvette,BFGoodrich,Northwest,84.294(1),77.509,73.542(1),143.730,,,[175],"Waterford, MI",Thanks mom,Chevrolet*,Great Lakes,70.188,70.925,DNF,(0.275),1032,15,CAMS,75,Mike Losert,2002 Chevy Corvette,BFGoodrich,143.730,0.831,119.440,0.003,18.202,8476,2002,Chevy Corvette,Mike,Losert,Waterford,MI,917
,16,12,Jeff Vineyard,2004 Chevrolet Corvette,BFGoodrich,Alamo,80.283,78.706(1),72.689,144.175,,,,"Mico, TX",PK Concrete,Chevrolet*,Central,71.774,71.486,73.542(1),(0.445),1051,16,CAMS,12,Jeff Vineyard,2004 Chevy Corvette,BFGoodrich,144.175,0.831,119.809,0.005,18.572,8450,2004,Chevy Corvette,Jeff,Vineyard,Mico,TX,940
,17,175,Les Schober,2002 Chevrolet Corvette,BFGoodrich,Northwest,88.301,73.273,71.198,144.387,M,,[75],"Fenton, MI",Applegate Racing,Chevrolet*,Midwest,73.472(1),73.189,74.278(1),(0.212),1057,17,CAMS,175,Les Schober,2002 Chevy Corvette,BFGoodrich,144.387,0.831,119.986,0.025,18.748,8437,2002,Chevy Corvette,Les,Schober,Fenton,MI,955
,18,184,Nick Gruendler,2007 Pontiac Solstice GXP,Bridgestone,Lone Star,78.290,72.875,DNF,144.440,,,[84],"Austin, TX",,Pontiac*,Southwest,87.193(5),72.495,71.565,(0.053),1059,18,CAMS,184,Nick Gruendler,2007 Pontiac Solstice GXP,Bridgestone,144.440,0.831,120.030,0.023,18.792,8434,2007,Pontiac Solstice GXP,Nick,Gruendler,Austin,TX,958
,19,99,Kerry Gonzales,2001 Chevrolet Corvette,BFGoodrich,Arizona B,82.950,75.648,75.175(1),146.521,,,[199],"Tucson, AZ",Sliding Rock Racing,Chevrolet*,SoPac,73.555,71.346,71.716,(2.081),1123,19,CAMS,99,Kerry Gonzales,2001 Chevy Corvette,BFGoodrich,146.521,0.831,121.759,0.020,20.522,8315,2001,Chevy Corvette,Kerry,Gonzales,Tucson,AZ,1054
,20,61,Chris Harrison,1999 Chevrolet Corvette,Bridgestone,Nebraska,78.939,79.532(1),73.401,146.716,,,,"Lincoln, NE",ChrisHarrison-Pinnacle Realty Gro,Chevrolet*,Midwest,73.615,73.315,75.589(1),(0.195),1129,20,CAMS,61,Chris Harrison,1999 Chevy Corvette,Bridgestone,146.716,0.831,121.921,0.010,20.684,8304,1999,Chevy Corvette,Chris,Harrison,Lincoln,NE,1062
