Trophy,Class Position,Car Number,Driver Name,Car Model,Tire Mfg,Region,Run 1,Run 2,Run 3,Total Time,Medal,(blank),Codriver Car Number,Driver Town,Sponsor,(unknown),Division,Run 4,Run 5,Run 6,Diff Behind Next Fastest in Class,Rank PAX,Class Position,Class,Car Number,Driver Name,Car Model,Tire Mfg,Total Time,PAX Factor,PAX Time,Diff Behind Next Fastest PAX,Diff Behind 1st Place PAX,RTP Points,Car Year,Car Model,First Name,Last Name,City,State,Rank Overall
,10,91,George Hammond,1989 Honda CRX,Hoosier,Lone Star,57.131,56.486,55.701,116.528,,,[191],"Austin, TX",,,Southwest,DNF,62.661,60.827,(1.945),641,10,SMF,91,George Hammond,1989 Honda CRX,Hoosier,116.528,0.848,98.816,0.001,7.332,9258,1989,Honda CRX,George,Hammond,Austin,TX,382
,11,99,Johnathan Burchardt,1991 Honda Civic,Hoosier,Southwest,63.311,62.304(1),59.331,121.272,,,[199],"Topeka, KS",DWH Performance,,Southeast,DSQ,67.998,61.941,(4.744),1044,11,SMF,99,Johnathan Burchardt,1991 Honda Civic,Hoosier,121.272,0.848,102.839,0.016,11.355,8896,1991,Honda Civic,Johnathan,Burchardt,Topeka,KS,776
,12,93,Paul Krysiak,1993 Honda CIVIC,Hoosier,New Eng,DNF,66.915,58.113,123.048,M,,[193],"Tolland, CT",Thank Jinx,,Northeast,DNF,66.365(1),64.935(1),(1.776),1114,12,SMF,93,Paul Krysiak,1993 Honda Civic,Hoosier,123.048,0.848,104.345,0.125,12.861,8767,1993,Honda Civic,Paul,Krysiak,Tolland,CT,912
T,1,97,Kristell Janusz,1991 Honda Civic,Hoosier,Northeast,55.450,57.546(1),57.334(1),115.782,,,,"Hunlock Creek, PA",Evans Tuning,,Northeast,65.533(2),60.332,DNF,,522,1,SMFL,97,Kristell Janusz,1991 Honda Civic,Hoosier,115.782,0.848,98.183,0.002,6.700,9318,1991,Honda Civic,Kristell,Janusz,Hunlock Creek,PA,339
T,2,193,Ginette Jordan,1993 Honda Civic,Hoosier,New Eng,59.671,DNF,56.083,116.670,,,[93],"Terrell, NC",Hoosier,,Northeast,61.914,60.587,62.382(1),(0.888),656,2,SMFL,193,Ginette Jordan,1993 Honda Civic,Hoosier,116.670,0.848,98.936,0.007,7.453,9247,1993,Honda Civic,Ginette,Jordan,Terrell,NC,394
,3,31,Monique Forsythe,1995 Honda Civic SI,Hoosier,Colorado,60.447,58.450,56.718,121.004,,,,"Englewood, CO",Mike Forsythe / 3R Racing / A&Ls,,Rocky Moun,65.861(1),65.015,64.286,(4.334),1022,3,SMFL,31,Monique Forsythe,1995 Honda Civic Si,Hoosier,121.004,0.848,102.611,0.015,11.128,8916,1995,Honda Civic Si,Monique,Forsythe,Englewood,CO,748
,4,99,Molly Thore,1991 Honda Civic,Hoosier,Central C,60.893,58.363,60.708(1),122.364,,,,"Greensboro, NC",DWH Performance,,Southeast,64.388,DNF,64.001,(1.360),1092,4,SMFL,99,Molly Thore,1991 Honda Civic,Hoosier,122.364,0.848,103.765,0.032,12.281,8816,1991,Honda Civic,Molly,Thore,Greensboro,NC,868
,5,93,Kathleen Barnes,1993 Honda Civic,Hoosier,New Eng,62.372,61.805,64.368(2),127.586,,,[193],"Tolland, CT",Hoosier,,Northeast,70.048,69.534(1),65.781,(5.222),1213,5,SMFL,93,Kathleen Barnes,1993 Honda Civic,Hoosier,127.586,0.848,108.193,0.052,16.710,8456,1993,Honda Civic,Kathleen,Barnes,Tolland,CT,1135
T,1,196,Fred Zust,2005 Lotus Elise,Hoosier,Arizona B,DNF,54.659,54.607,104.131,,,[96],"Tempe, AZ",Blackwatch Racing,,Southwest,55.879(3),50.089,49.524,,12,1,XP,196,Fred Zust,2005 Lotus Elise,Hoosier,104.131,0.892,92.885,0.032,1.401,9849,2005,Lotus Elise,Fred,Zust,Tempe,AZ,30
T,2,113,Zachary Sober,1993 Mazda RX7,Hoosier,Houston,55.345,54.553,54.041,104.209,,,[13],"Houston, TX",Apex Auto Works / National Autoc,,Southwest,50.717,50.168,50.444,(0.078),17,2,XP,113,Zachary Sober,1993 Mazda RX7,Hoosier,104.209,0.892,92.954,0.003,1.471,9842,1993,Mazda RX7,Zachary,Sober,Houston,TX,31
T,3,141,Andy McKee,1993 Mazda RX7,Goodyear,San Franc,55.493,56.100,54.431,104.490,,,[41],"Livermore, CA","Mike Maier, Inc./Goodyear/A.R.E.",,NorPac,51.543,52.513(1),50.059,(0.281),20,3,XP,141,Andy McKee,1993 Mazda RX7,Goodyear,104.490,0.892,93.205,0.050,1.722,9815,1993,Mazda RX7,Andy,McKee,Livermore,CA,34
T,4,96,Alexandra Zust,2005 Lotus Elise,Hoosier,Arizona B,62.261(2),55.996,55.607,106.853,,,[196],"Tempe, AZ",Blackwatch Racing,,Southwest,58.054(2),52.371,51.246,(2.363),103,4,XP,96,Alexandra Zust,2005 Lotus Elise,Hoosier,106.853,0.892,95.313,0.021,3.830,9598,2005,Lotus Elise,Alexandra,Zust,Tempe,AZ,62
T,5,41,Teresa Neidel-McKee,1993 Mazda RX7,Goodyear,San Franc,78.042(6),56.015,60.214(2),107.709,,,[141],"Livermore, CA","Mike Maier, Inc/Goodyear/A.R.E",,NorPac,57.507(1),55.527(1),51.694,(0.856),179,5,XP,41,Teresa Neidel-McKee,1993 Mazda RX7,Goodyear,107.709,0.892,96.076,0.004,4.593,9522,1993,Mazda RX7,Teresa,Neidel-McKee,Livermore,CA,77
T,6,46,Vitek Boruvka,2005 Mazda RX8,Hoosier,Lone Star,60.622(1),56.573,55.768,108.198,,,,"Austin, TX",AXWare Systems,,Southwest,52.795,56.146(2),52.430,(0.489),245,6,XP,46,Vitek Boruvka,2005 Mazda RX8,Hoosier,108.198,0.892,96.513,0.005,5.029,9479,2005,Mazda RX8,Vitek,Boruvka,Austin,TX,83
,7,13,Thomas Thompson,1993 Mazda RX-7,Hoosier,Houston,64.660(2),57.908,56.410,108.223,,,[113],"Houston, TX",National Autocross News (NAXN),,Southwest,53.937,52.234,51.813,(0.025),251,7,XP,13,Thomas Thompson,1993 Mazda RX-7,Hoosier,108.223,0.892,96.535,0.005,5.052,9477,1993,Mazda RX-7,Thomas,Thompson,Houston,TX,84
,8,114,Mark Jr Mauro,1994 Mazda RX7,Hoosier,Colorado,58.473,56.505,56.644,108.520,,,[14],"ENGLEWOOD, CO",AutoHaus Boulder / Zebulon MSC.,,Rocky Moun,59.904(4),52.015,52.025,(0.297),295,8,XP,114,Mark Mauro Jr.,1994 Mazda RX7,Hoosier,108.520,0.892,96.800,0.002,5.316,9451,1994,Mazda RX7,Mark Jr,Mauro,ENGLEWOOD,CO,88
,9,193,Brian Tefft Jr.,1992 Mazda Miata,Hoosier,Salina,60.312(1),57.926,59.338(1),110.779,,,[93],"Topeka, KS",Uncut Auto,,Midwest,DNF,52.853,54.823(1),(2.259),640,9,XP,193,Brian Tefft Jr.,1992 Mazda Miata,Hoosier,110.779,0.892,98.815,0.001,7.332,9258,1992,Mazda Miata,Brian Tefft,Jr.,Topeka,KS,146
,10,152,Nicholas Zelisko,2004 Mazda MazdaSpeed M,Hoosier,Indiana No,DNF,58.961,59.198,113.511,,,[52],"Valparaiso, IN",Tacos everyday!,,Great Lakes,55.121,54.550,54.966,(2.732),913,10,XP,152,Nicholas Zelisko,2004 MazdaSpeed Miata,Hoosier,113.511,0.892,101.252,0.010,9.768,9035,2004,MazdaSpeed Miata,Nicholas,Zelisko,Valparaiso,IN,237
,11,52,Gabe Argenta,2004 Mazda MazdaSpeed M,Hoosier,Indiana No,59.353,63.090(2),77.599,113.530,,,[152],"Crown Point, IN",#TEAMTACOS (thanks Dallas),,Great Lakes,56.885,56.843(1),54.177,(0.019),920,11,XP,52,Gabe Argenta,2004 MazdaSpeed Miata,Hoosier,113.530,0.892,101.269,0.001,9.785,9034,2004,MazdaSpeed Miata,Gabe,Argenta,Crown Point,IN,238
,12,58,Mike Nakata,1987 Mazda RX-7,Hoosier,California,61.209(1),59.351,58.559,113.614,,,,"San Gabriel, CA",Big DADDY,,SoPac,DNF,55.850(1),55.055,(0.084),927,12,XP,58,Mike Nakata,1987 Mazda RX-7,Hoosier,113.614,0.892,101.344,0.020,9.860,9027,1987,Mazda RX-7,Mike,Nakata,San Gabriel,CA,242
,13,14,Mark Mauro,1994 Mazda RX-7,Hoosier,Colorado,66.376(3),64.005(2),60.592(1),114.272,M,,[114],"Evergreen, CO",The Culinary Group Caterers/Auto,,Rocky Moun,55.654,53.680,58.833(3),(0.658),972,13,XP,14,Mark Mauro,1994 Mazda RX-7,Hoosier,114.272,0.892,101.931,0.002,10.447,8975,1994,Mazda RX-7,Mark,Mauro,Evergreen,CO,271
,14,72,Steve Bollinger,1990 Mazda Miata,Hoosier,South Ben,DNF,60.237,59.769,115.232,,,,"Granger, IN",,,Great Lakes,58.464(1),61.006,55.463,(0.960),1038,14,XP,72,Steve Bollinger,1990 Mazda Miata,Hoosier,115.232,0.892,102.787,0.006,11.304,8900,1990,Mazda Miata,Steve,Bollinger,Granger,IN,318
,15,86,Bryan Hayes,2000 Honda s2000,Hoosier,Central C,62.097,DNS,DNF,116.751,,,,"simpsonville, SC",www.frankenstook.com,,Southeast,62.985(2),55.812,54.654,(1.519),1110,15,XP,86,Bryan Hayes,2000 Honda S2000,Hoosier,116.751,0.892,104.142,0.011,12.659,8784,2000,Honda S2000,Bryan,Hayes,simpsonville,SC,404
,16,36,Ivan Pandev,2000 BMW 323ci,Hoosier,San Franc,66.791(1),62.821,61.480,118.512,,,,"Santa Clara, CA",RENOVO.AUTO,,NorPac,DSQ,61.587(1),57.032,(1.761),1156,16,XP,36,Ivan Pandev,2000 BMW 323ci,Hoosier,118.512,0.892,105.713,0.034,14.229,8654,2000,BMW 323ci,Ivan,Pandev,Santa Clara,CA,528
,17,93,Brian Tefft Sr,1992 Mazda Miata,Hoosier,Kansas,67.646(1),63.236,62.585,120.238,,,[193],"Topeka, KS",,,Midwest,60.573,57.653,60.261(2),(1.726),1202,17,XP,93,Brian Tefft Sr.,1992 Mazda Miata,Hoosier,120.238,0.892,107.252,0.018,15.769,8530,1992,Mazda Miata,Brian Tefft,Sr,Topeka,KS,684
,18,60,Tony Giordano,1970 Nissan 280 Z,Hoosier,Kansas C,68.002,67.643,67.146,128.493,,,,"Overland Park, KS",,,Midwest,65.746,62.507,61.347,(8.255),1270,18,XP,60,Tony Giordano,1970 Nissan 280Z,Hoosier,128.493,0.892,114.616,0.187,23.132,7982,1970,Nissan 280Z,Tony,Giordano,Overland Park,KS,1161
,19,7,Jeff Jenkins,1965 AC cobra,Hoosier,Kansas C,DNF,70.415,70.857,135.046,,,,"Plattsburg, MO",,,Midwest,DNF,68.661,64.631,(6.553),1290,19,XP,7,Jeff Jenkins,1965 AC Cobra,Hoosier,135.046,0.892,120.461,0.175,28.978,7594,1965,AC Cobra,Jeff,Jenkins,Plattsburg,MO,1258
T,1,72,Kim Bollinger,1990 Mazda Miata,Hoosier,South Ben,61.976,64.289(1),61.649,119.895,,,,"Granger, IN",,,Great Lakes,DNF,58.433,58.246,,1192,1,XPL,72,Kim Bollinger,1990 Mazda Miata,Hoosier,119.895,0.892,106.946,0.108,15.463,8554,1990,Mazda Miata,Kim,Bollinger,Granger,IN,652
,2,98,Emily Langley,1997 Chevrolet Camero,Hoosier,Texas,71.382,70.085,69.328,132.082,,,,"White Oak, TX",Big 5 Tire / Langley Motorsports,,,,66.700(3),62.754,(12.187),1283,2,XPL,98,Emily Langley,1997 Chevy Camero,Hoosier,132.082,0.892,117.817,0.402,26.334,7765,1997,Chevy Camero,Emily,Langley,White Oak,TX,1227
T,1,151,Brian Peters,2011 Ford Mustang,Hoosier,Arizona,57.069,57.153,56.562,108.629,,,[51],"Litchfield Park, AZ",ProParts USA / Evolution,,SoPac,55.980(2),52.508,52.067,,9,1,CP,151,Brian Peters,2011 Ford Mustang,Hoosier,108.629,0.854,92.769,0.101,1.286,9861,2011,Ford Mustang,Brian,Peters,Litchfield Park,AZ,91
T,2,136,Michael Maier,1965 Ford GT 350,Goodyear,San Franc,57.259,56.510,56.997,108.727,,,[36],"Livermore, CA",Mike Maier Inc,,NorPac,52.757,52.511,52.217,(0.098),11,2,CP,136,Michael Maier,1965 Ford GT350,Goodyear,108.727,0.854,92.853,0.045,1.369,9853,1965,Ford GT350,Michael,Maier,Livermore,CA,94
T,3,72,Tommy Pulliam,1965 Ford Mustang,Goodyear*,Atlanta,57.624,58.894(1),59.263(1),111.036,,,[172],"Duluth, GA",Mod Squad Garage,,Southeast,55.518,53.412,54.975(1),(2.309),77,3,CP,72,Tommy Pulliam,1965 Ford Mustang,Goodyear,111.036,0.854,94.825,0.013,3.341,9648,1965,Ford Mustang,Tommy,Pulliam,Duluth,GA,153
T,4,172,Robert Lewis,1965 Ford Mustang,Goodyear*,Dixie,57.859,58.025,58.385,111.143,,,[72],"Tallahassee, FL",Mod Squad Garage,,Southeast,54.089,53.284,55.248(1),(0.107),80,4,CP,172,Robert Lewis,1965 Ford Mustang,Goodyear,111.143,0.854,94.916,0.017,3.433,9638,1965,Ford Mustang,Robert,Lewis,Tallahassee,FL,157
T,5,196,Todd Farris,1979 Chevrolet Camaro,Goodyear,Houston,61.437(1),57.679,57.595,111.526,,,[96],"Bryan, TX",Royal Purple,,Southwest,54.341,53.931,54.222,(0.383),99,5,CP,196,Todd Farris,1979 Chevy Camaro,Goodyear,111.526,0.854,95.243,0.009,3.760,9605,1979,Chevy Camaro,Todd,Farris,Bryan,TX,164
T,6,69,Ethan Bradbury,1987 Ford thunderbird,Hoosier,Northwest,60.675(1),58.704,58.361,112.479,,,[169],"Oak Harbor, OH",Moar Boost,,Great Lakes,57.336(1),54.874,54.118,(0.953),176,6,CP,69,Ethan Bradbury,1987 Ford Thunderbird,Hoosier,112.479,0.854,96.057,0.002,4.574,9524,1987,Ford Thunderbird,Ethan,Bradbury,Oak Harbor,OH,186
T,7,195,Wayne Atkins,1985 Chevrolet Camaro,Goodyear,Texas,60.366,59.053,58.727,112.484,,,[95],"Double Oak, TX",Sterling Brook,,Southwest,55.419,53.757,53.810,(0.005),177,7,CP,195,Wayne Atkins,1985 Chevy Camaro,Goodyear,112.484,0.854,96.061,0.004,4.578,9523,1985,Chevy Camaro,Wayne,Atkins,Double Oak,TX,188
T,8,36,Frank Stagnaro,1965 Ford Shelby GT 350,Goodyear,San Franc,62.631,58.235,60.494(1),112.598,,,[136],"Petaluma, CA",Mike Maier Inc,,NorPac,55.998,56.466(1),54.363,(0.114),191,8,CP,36,Frank Stagnaro,1965 Ford Shelby GT350,Goodyear,112.598,0.854,96.159,0.004,4.675,9514,1965,Ford Shelby GT350,Frank,Stagnaro,Petaluma,CA,195
T,9,169,Frederick Pascual,1987 Ford Mustang,Avon,Northwest,59.121,58.911,59.669,112.704,,,[69],"Everett, WA",Narrow Orifice; Les Schwab,,NorPac,55.311,54.295,53.793,(0.106),211,9,CP,169,Frederick Pascual,1987 Ford Mustang,Avon,112.704,0.854,96.249,0.001,4.766,9505,1987,Ford Mustang,Frederick,Pascual,Everett,WA,198
T,10,95,Chris Cargill,1985 Chevrolet Camaro,Goodyear,Houston,61.253(1),59.086,58.605,113.104,,,[195],"Friendswood, TX",Sterling Brook/Janco Custom Fab,,Southwest,58.104(1),54.828,54.499,(0.400),261,10,CP,95,Chris Cargill,1985 Chevy Camaro,Goodyear,113.104,0.854,96.591,0.001,5.107,9471,1985,Chevy Camaro,Chris,Cargill,Friendswood,TX,220
T,11,51,John Hogan,2011 Ford Mustang,Hoosier,Arizona,59.994,58.869,59.037,113.128,,,[151],"Blythe, CA",BWP Towing Services,,SoPac,54.983,54.709,54.259,(0.024),264,11,CP,51,John Hogan,2011 Ford Mustang,Hoosier,113.128,0.854,96.611,0.008,5.128,9469,2011,Ford Mustang,John,Hogan,Blythe,CA,222
T,12,156,Scott Lewis,1997 Chevrolet Camaro,Hoosier,Fort Wayn,63.457(2),62.461(2),59.978,114.046,,,[56],"Columbia City, IN",Hoosier Performance Engineering,,Great Lakes,60.826(3),57.541(1),54.068,(0.918),392,12,CP,156,Scott Lewis,1997 Chevy Camaro,Hoosier,114.046,0.854,97.395,0.001,5.912,9393,1997,Chevy Camaro,Scott,Lewis,Columbia City,IN,262
,13,43,Chris Miller,1979 Ford Mustang Turbo,Hoosier,Des Moin,59.617,59.348,DNS,114.048,,,,"Pleasant Hill, IA",,,Midwest,54.837,55.130,54.700,(0.002),393,13,CP,43,Chris Miller,1979 Ford Mustang Turbo,Hoosier,114.048,0.854,97.397,0.002,5.914,9393,1979,Ford Mustang Turbo,Chris,Miller,Pleasant Hill,IA,264
,14,79,Darrel Padberg,1988 Ford Mustang,Hoosier,Dixie,59.517,60.784(1),59.293,115.602,M,,,"Live Oak, FL",,,Southeast,58.903(1),56.309,57.680(1),(1.554),624,14,CP,79,Darrel Padberg,1988 Ford Mustang,Hoosier,115.602,0.854,98.724,0.008,7.241,9267,1988,Ford Mustang,Darrel,Padberg,Live Oak,FL,334
,15,27,Bob Ely,1969 Ford Mustang,Avon,Continent,61.963,60.301,62.767(1),115.796,,,,"Colorado Springs, CO",acme racing,,Rocky Moun,56.551,55.593,55.495,(0.194),650,15,CP,27,Bob Ely,1969 Ford Mustang,Avon,115.796,0.854,98.890,0.002,7.406,9251,1969,Ford Mustang,Bob,Ely,Colorado Springs,CO,341
,16,82,Kurt Janish,1995 Pontiac Trans Am,Hoosier,Texas,60.601,61.978(1),61.279(1),115.980,,,,"Wolfe City, TX",JANCO CustomFab/MontiacMoto,,Southwest,55.833,DNF,55.379,(0.184),672,16,CP,82,Kurt Janish,1995 Pontiac Trans Am,Hoosier,115.980,0.854,99.047,0.001,7.564,9236,1995,Pontiac Trans Am,Kurt,Janish,Wolfe City,TX,351
,17,49,Albert Hermans,1997 Ford Mustang Cobra,Hoosier,Kansas C,DNF,59.071,60.632,116.034,,,[149],"Raytown, MO",SDC Engineering / CUJO Racing,,Midwest,58.088(1),DNF,56.963(1),(0.054),680,17,CP,49,Albert Hermans,1997 Ford Mustang Cobra,Hoosier,116.034,0.854,99.093,0.016,7.610,9232,1997,Ford Mustang Cobra,Albert,Hermans,Raytown,MO,356
,18,149,James Cahill,1997 Ford Mustang Cobra,Hoosier,Kansas,63.968,60.440,60.573,116.222,,,[49],"Edgerton, KS",,,Midwest,57.203,58.070(1),55.782,(0.188),700,18,CP,149,James Cahill,1997 Ford Mustang Cobra,Hoosier,116.222,0.854,99.254,0.013,7.770,9217,1997,Ford Mustang Cobra,James,Cahill,Edgerton,KS,364
,19,118,Sean Tate,1993 Ford Mustang,Hoosier,Saginaw V,60.777,63.826(1),61.221,116.312,,,[18],"Lansing, MI",,,Great Lakes,65.541(2),57.332(1),55.535,(0.090),713,19,CP,118,Sean Tate,1993 Ford Mustang,Hoosier,116.312,0.854,99.330,0.008,7.847,9210,1993,Ford Mustang,Sean,Tate,Lansing,MI,374
,20,56,Mike Fellmer,1997 Chevrolet Camaro,Hoosier,Western M,71.910(2),76.138(1),60.040,116.891,,,[156],"Lowell, MI",Hoosier Performance Engineering,,Great Lakes,74.379(2),58.854(1),56.851,(0.579),761,20,CP,56,Mike Fellmer,1997 Chevy Camaro,Hoosier,116.891,0.854,99.825,0.002,8.342,9164,1997,Chevy Camaro,Mike,Fellmer,Lowell,MI,405
,21,114,Derek Latshaw,2006 Ford Mustang GT,Hoosier,Susqueha,61.052,62.021,61.042,116.923,,,[14],"East Berlin, PA",,,Northeast,56.128,56.063,55.881,(0.032),767,21,CP,114,Derek Latshaw,2006 Ford Mustang GT,Hoosier,116.923,0.854,99.852,0.004,8.369,9162,2006,Ford Mustang GT,Derek,Latshaw,East Berlin,PA,408
,22,96,Jeff Minor,1979 Chevrolet Camaro,Hoosier,Houston,63.527,61.204,60.799,117.118,,,[196],"Spring, TX",,,Southwest,57.828,59.391,56.319,(0.195),784,22,CP,96,Jeff Minor,1979 Chevy Camaro,Hoosier,117.118,0.854,100.019,0.003,8.535,9147,1979,Chevy Camaro,Jeff,Minor,Spring,TX,428
,23,134,Kyle Martinez,1982 Pontiac MSE Trans A,Hoosier,Wichita,DNF,62.614,62.457,118.262,,,[34],"Wichita, KS",Martinez Racing,,Midwest,57.409,64.009(1),55.805,(1.144),883,23,CP,134,Kyle Martinez,1982 Pontiac MSE TA,Hoosier,118.262,0.854,100.996,0.005,9.512,9058,1982,Pontiac MSE TA,Kyle,Martinez,Wichita,KS,506
,24,23,John Bradbury,1987 Ford Thunderbird,Hoosier,Northwest,61.860,61.975(1),59.900,118.296,,,[123],"Oak Harbor, OH",,,Great Lakes,58.396,DNS,DNS,(0.034),887,24,CP,23,John Bradbury,1987 Ford Thunderbird,Hoosier,118.296,0.854,101.025,0.013,9.541,9056,1987,Ford Thunderbird,John,Bradbury,Oak Harbor,OH,510
,25,14,Dennis Latshaw,2006 Ford mustang,Hoosier,Susqueha,DNF,61.961,61.625,118.330,,,[114],"Hanover, PA",,,Northeast,57.485,56.705,57.800,(0.034),891,25,CP,14,Dennis Latshaw,2006 Ford Mustang,Hoosier,118.330,0.854,101.054,0.001,9.570,9053,2006,Ford Mustang,Dennis,Latshaw,Hanover,PA,513
,26,150,Jeff Seeger,1989 Ford Mustang 5.0,Avon,New Eng,67.186(2),66.840(3),60.973,118.581,,,[50],"Pepperell, MA",11A Motorsports,,Northeast,57.920,57.608,57.620,(0.251),919,26,CP,150,Jeff Seeger,1989 Ford Mustang 5.0,Avon,118.581,0.854,101.268,0.001,9.785,9034,1989,Ford Mustang 5.0,Jeff,Seeger,Pepperell,MA,537
,27,90,Donna Bartling,1986 Ford Mustang GT,Goodyear,Houston,63.030,62.483,62.207,119.611,,,[190],"Katy, TX",ClearLake Speed Center,,Southwest,58.466,57.404,57.416,(1.030),991,27,CP,90,Donna Bartling,1986 Ford Mustang GT,Goodyear,119.611,0.854,102.148,0.012,10.664,8956,1986,Ford Mustang GT,Donna,Bartling,Katy,TX,627
,28,53,Aaron Holstrom,1966 Chevrolet Corvair,Hoosier,Kansas C,67.170,63.315,62.638,119.828,,,,"Kansas City, MO",Bob Hindson Racing Inc,,Midwest,61.653,57.994,57.190,(0.217),1005,28,CP,53,Aaron Holstrom,1966 Chevy Corvair,Hoosier,119.828,0.854,102.333,0.030,10.850,8940,1966,Chevy Corvair,Aaron,Holstrom,Kansas City,MO,640
,29,97,Bryan Finochiaro,1979 Ford Mustang,Avon,Nebraska,64.893,63.176,64.681(1),120.361,,,[197],"Omaha, NE",,,Central,57.938,57.439,57.185,(0.533),1039,29,CP,97,Bryan Finochiaro,1979 Ford Mustang,Avon,120.361,0.854,102.788,0.001,11.305,8900,1979,Ford Mustang,Bryan,Finochiaro,Omaha,NE,700
,30,190,Anthony Espinosa,1986 Ford Mustang GT,Goodyear,Houston,63.825,DNF,63.400,121.254,,,[90],"Santa Fe, TX",ClearLake Speed Center,,Southwest,58.550,57.854,58.196,(0.893),1081,30,CP,190,Anthony Espinosa,1986 Ford Mustang GT,Goodyear,121.254,0.854,103.551,0.021,12.068,8835,1986,Ford Mustang GT,Anthony,Espinosa,Santa Fe,TX,773
,31,85,Rick Ruth,1977 Ford MiniBoss,Hoosier,Chicago,64.842,63.960,62.429,121.318,,,,"OFallon, MO",Hoosier Racing Tire,,Central,62.352(1),59.295,58.889,(0.064),1085,31,CP,85,Rick Ruth,1977 Ford MiniBoss,Hoosier,121.318,0.854,103.606,0.021,12.122,8830,1977,Ford MiniBoss,Rick,Ruth,OFallon,MO,778
,32,55,Bill Gelinas,1995 Oldsmobile Hurst Old,Hoosier,Montana,65.465,63.327,62.740,121.610,,,,"Cambridge, ON",Totally Tires,,Midwest,60.012,59.742,58.870,(0.292),1102,32,CP,55,Bill Gelinas,1995 Hurst Olds,Hoosier,121.610,0.854,103.855,0.004,12.372,8809,1995,Hurst Olds,Bill,Gelinas,Cambridge,ON,799
,33,50,Arnold Beebe,1989 Ford Mustang,Avon,Mohawk-,63.880,63.209,62.698,121.895,,,[150],"Schenectady, NY",11A Motorsports / Premier O and A,,Northeast,59.256,59.410,59.197,(0.285),1108,33,CP,50,Arnold Beebe,1989 Ford Mustang,Avon,121.895,0.854,104.098,0.054,12.615,8788,1989,Ford Mustang,Arnold,Beebe,Schenectady,NY,829
,34,122,Sean Ittner,1986 Ford Mustang,Hoosier,Atlanta,65.847(1),68.458(1),63.271,122.826,,,[22],"Dawsonville, GA",Howie Fairbanks/Chequered Flag A,,Southeast,59.555,59.686,60.573(1),(0.931),1127,34,CP,122,Sean Ittner,1986 Ford Mustang,Hoosier,122.826,0.854,104.893,0.086,13.410,8722,1986,Ford Mustang,Sean,Ittner,Dawsonville,GA,897
,35,32,Russell Hill,1985 Ford Mustang GT,Avon,Northwest,68.076(1),64.694,63.892,124.145,,,,"Kent, WA",Madd Moma Racing,,NorPac,64.732(1),60.914,60.253,(1.319),1161,35,CP,32,Russell Hill,1985 Ford Mustang GT,Avon,124.145,0.854,106.020,0.091,14.536,8629,1985,Ford Mustang GT,Russell,Hill,Kent,WA,984
,36,6,Charlie Clark,1966 Chevrolet Corvair,None,Kansas C,67.675,65.575,63.933,124.818,M,,,"ROELAND PARK, KS",KC Raceware,,Midwest,63.433,62.356,60.885,(0.673),1182,36,CP,6,Charlie Clark,1966 Chevy Corvair,N/A,124.818,0.854,106.595,0.034,15.111,8582,1966,Chevy Corvair,Charlie,Clark,ROELAND PARK,KS,1021
,37,197,Chris Price,1979 Ford Mustang,Avon,Nebraska,63.826,65.614,63.406,125.437,,,[97],"Omaha, NE",,,Midwest,63.609,62.031(1),DNF,(0.619),1199,37,CP,197,Chris Price,1979 Ford Mustang,Avon,125.437,0.854,107.123,0.017,15.640,8540,1979,Ford Mustang,Chris,Price,Omaha,NE,1055
,38,34,Art Martinez,1982 Pontiac MSE TA,Hoosier,Wichita,72.253,66.902,DNF,127.331,,,[134],"Wichita, KS",,,Midwest,68.908,61.557,60.429,(1.894),1222,38,CP,34,Art Martinez,1982 Pontiac MSE TA,Hoosier,127.331,0.854,108.741,0.064,17.257,8413,1982,Pontiac MSE TA,Art,Martinez,Wichita,KS,1125
,39,99,Dick Berger,1968 Chevrolet corvair,None,Kansas C,71.072,70.661(1),70.071(1),131.212,,,,"Kansas City, Mo",Fullmoon Racing/BHR,,Midwest,67.995,64.493,61.141,(3.881),1253,39,CP,99,Dick Berger,1968 Chevy Corvair,N/A,131.212,0.854,112.055,0.021,20.572,8164,1968,Chevy Corvair,Dick,Berger,Kansas City,Mo,1215
,40,21,Tracy Sandberg,1970 Chevrolet Camaro Z-2,Hoosier,Iowa,69.281,80.525(3),69.578(1),132.142,,,,"Winterset, IA",Sly Fox Racing/Hoosier Racing Tir,,Midwest,64.424,63.395,62.861(1),(0.930),1257,40,CP,21,Tracy Sandberg,1970 Chevy Camaro Z/28,Hoosier,132.142,0.854,112.849,0.148,21.366,8107,1970,Chevy Camaro Z/28,Tracy,Sandberg,Winterset,IA,1228
,41,18,Charles Tate,1993 Ford Mustang,Hoosier,Saginaw V,75.899,70.925(1),DNF,132.218,,,[118],"Lansing, mi",,,Great Lakes,63.904(1),DNF,61.293,(0.076),1258,41,CP,18,Charles Tate,1993 Ford Mustang,Hoosier,132.218,0.854,112.914,0.065,21.431,8102,1993,Ford Mustang,Charles,Tate,Lansing,mi,1229
,42,20,Kevin Ittner,2000 Ford Mustang,Hoosier,Land O L,77.551,72.227,72.245(1),137.062,,,[120],"Dawsonville, GA",Chequered Flag Automotive/Black D,,Great Lakes,68.186,64.835,65.285,(4.844),1280,42,CP,20,Kevin Ittner,2000 Ford Mustang,Hoosier,137.062,0.854,117.051,0.152,25.568,7816,2000,Ford Mustang,Kevin,Ittner,Dawsonville,GA,1271
